"","band","sex","age","ch"
"819",98849464,5,2,"0000100"
"820",98849465,5,1,"0000110"
"821",98849466,5,2,"0000100"
"822",98849467,5,1,"0000100"
"823",98849468,4,1,"0000100"
"824",98849469,5,1,"0000100"
"825",98849470,5,2,"0000100"
"826",98849471,4,2,"0000110"
"827",98849472,5,1,"0000100"
"828",98849473,4,2,"0000101"
"829",98849474,5,2,"0000100"
"830",98849475,4,2,"0000100"
"831",98849476,5,2,"0000100"
"832",98849477,4,2,"0000100"
"833",98849478,5,2,"0000100"
"834",98849479,4,2,"0000100"
"835",98849480,5,2,"0000100"
"836",98849481,4,2,"0000100"
"837",98849482,5,2,"0000101"
"838",98849483,5,2,"0000100"
"839",98849484,4,2,"0000100"
"840",98849485,5,2,"0000100"
"841",98849486,5,2,"0000100"
"842",98849487,5,2,"0000100"
"843",98849488,5,2,"0000110"
"844",98849489,5,2,"0000100"
"845",98849490,5,2,"0000100"
"846",98849491,5,2,"0000110"
"847",98849492,5,2,"0000100"
"848",98849493,5,2,"0000100"
"849",98849494,5,1,"0000100"
"850",98849495,5,1,"0000100"
"851",98849496,5,1,"0000100"
"852",98849497,4,1,"0000100"
"853",98849498,4,1,"0000100"
"854",98849499,5,1,"0000100"
"855",98849500,5,1,"0000110"
"856",98849519,4,1,"1000000"
"857",98849526,5,1,"0001000"
"858",98849537,5,1,"0100000"
"859",98849543,4,1,"0010000"
"860",98849547,5,1,"0001000"
"861",98849552,4,1,"1000000"
"862",98849563,5,1,"1000000"
"863",98849570,5,1,"0100000"
"864",98849571,5,1,"1000000"
"865",98849572,5,1,"1000000"
"866",98849573,4,1,"1000000"
"867",98849574,5,1,"1001000"
"868",98849575,4,1,"1000000"
"869",98849576,4,1,"1000000"
"870",98849577,4,1,"1000000"
"871",98849578,5,1,"1000000"
"872",98849579,4,1,"1000000"
"873",98849580,4,1,"1000000"
"874",98849581,5,1,"1000000"
"875",98849582,5,1,"1000000"
"876",98849583,5,1,"1000000"
"877",98849584,5,1,"1000000"
"878",98849585,4,1,"1000000"
"879",98849586,5,1,"1000000"
"880",98849587,5,1,"1000000"
"881",98849588,5,1,"1000000"
"882",98849589,5,1,"1000000"
"883",98849590,4,1,"1000000"
"884",98849591,4,1,"1000000"
"885",98849592,4,1,"1100000"
"886",98849593,5,1,"1000000"
"887",98849594,4,1,"1000000"
"888",98849595,4,1,"1000000"
"889",98849596,4,2,"1000000"
"890",98849597,5,2,"1000000"
"891",98849598,4,2,"1000000"
"892",98849599,5,2,"1000000"
"893",98849600,4,2,"1000000"
"894",100888002,5,1,"1000000"
"895",100888003,4,1,"1000000"
"896",100888004,5,1,"1000000"
"897",100888005,5,1,"1000000"
"898",100888006,5,1,"1010000"
"899",100888007,5,1,"1000000"
"900",100888008,4,1,"1000000"
"901",100888009,4,1,"1010000"
"902",100888010,5,1,"1000000"
"903",100888011,4,1,"1000000"
"904",100888012,4,1,"1000000"
"905",100888013,5,1,"1000000"
"906",100888014,5,1,"1010000"
"907",100888015,4,1,"1000000"
"908",100888016,4,1,"1000000"
"909",100888017,5,1,"1000000"
"910",100888018,4,1,"1000000"
"911",100888019,5,1,"1000000"
"912",100888020,4,1,"1000000"
"913",100888021,4,1,"1000000"
"914",100888022,4,1,"1010000"
"915",100888023,4,1,"1000000"
"916",100888024,4,1,"1000000"
"917",100888025,4,1,"1000000"
"918",100888026,5,1,"1000000"
"919",100888027,4,1,"1000000"
"920",100888028,4,1,"1100000"
"921",100888029,5,1,"1000000"
"922",100888030,5,1,"1000000"
"923",100888031,5,1,"1000000"
"924",100888032,4,1,"1000000"
"925",100888033,4,1,"1000000"
"926",100888034,4,1,"1010000"
"927",100888035,4,1,"1000000"
"928",100888036,4,1,"1000000"
"929",100888037,5,1,"1000000"
"930",100888038,4,1,"1000000"
"931",100888039,5,1,"1100000"
"932",100888040,5,1,"1000100"
"933",100888041,5,1,"1000010"
"934",100888042,5,1,"1000000"
"935",100888043,5,1,"1100000"
"936",100888044,4,1,"1000000"
"937",100888045,4,1,"1100000"
"938",100888046,5,1,"1000000"
"939",100888047,4,1,"1000000"
"940",100888048,4,1,"1010000"
"941",100888049,5,1,"1000000"
"942",100888050,5,1,"1000000"
"943",100888051,5,1,"1000000"
"944",100888052,4,1,"1000000"
"945",100888053,5,1,"1000000"
"946",100888054,5,1,"1000000"
"947",100888055,5,1,"1000000"
"948",100888056,5,1,"1000000"
"949",100888057,4,1,"1000000"
"950",100888058,5,1,"1000000"
"951",100888059,5,1,"1010000"
"952",100888060,5,1,"1000000"
"953",100888061,5,1,"1000000"
"954",100888062,4,1,"1000000"
"955",100888063,4,1,"1000010"
"956",100888064,4,1,"1000000"
"957",100888065,4,1,"1100000"
"958",100888066,4,1,"1000000"
"959",100888067,4,1,"1000000"
"960",100888068,4,1,"1000000"
"961",100888069,5,1,"1010000"
"962",100888070,5,1,"1000001"
"963",100888071,5,1,"1010000"
"964",100888072,5,1,"1000000"
"965",100888073,4,1,"1000000"
"966",100888074,4,1,"1000000"
"967",100888075,5,1,"1000000"
"968",100888076,4,1,"1000000"
"969",100888077,5,1,"1000000"
"970",100888078,5,1,"1000000"
"971",100888079,4,1,"1000000"
"972",100888080,5,1,"1000000"
"973",100888081,4,1,"1000000"
"974",100888082,5,1,"1000000"
"975",100888083,4,1,"1000000"
"976",100888084,4,1,"1000000"
"977",100888085,5,1,"1000000"
"978",100888086,4,1,"1000000"
"979",100888087,4,1,"1000000"
"980",100888088,4,1,"1000000"
"981",100888089,5,1,"1000000"
"982",100888090,5,1,"1001000"
"983",100888091,4,1,"1000000"
"984",100888092,5,1,"1000000"
"985",100888093,5,1,"1000000"
"986",100888094,4,1,"1000000"
"987",100888095,4,1,"1000000"
"988",100888096,4,1,"1000000"
"989",100888097,4,1,"1000000"
"990",100888098,5,1,"1000000"
"991",100888099,5,1,"1000000"
"992",100888100,5,1,"1000000"
"993",100888101,5,1,"1000000"
"994",100888102,5,1,"1000000"
"995",100888103,5,1,"1000001"
"996",100888104,4,1,"1000000"
"997",100888105,4,1,"1010000"
"998",100888106,5,1,"1000000"
"999",100888107,4,1,"1000000"
"1000",100888108,5,1,"1000000"
"1001",100888109,5,1,"1000001"
"1002",100888110,4,1,"1000000"
"1003",100888111,4,1,"1000000"
"1004",100888112,4,1,"1000000"
"1005",100888113,4,1,"1000000"
"1006",100888114,5,1,"1000000"
"1007",100888115,4,1,"1000000"
"1008",100888116,5,1,"1000000"
"1009",100888117,5,1,"1000000"
"1010",100888118,5,1,"1000000"
"1011",100888119,5,1,"1000000"
"1012",100888120,5,1,"1000000"
"1013",100888121,4,1,"1000000"
"1014",100888122,4,1,"1000000"
"1015",100888123,5,1,"1000000"
"1016",100888124,5,1,"1000000"
"1017",100888125,5,1,"1000000"
"1018",100888126,5,1,"1000000"
"1019",100888127,5,1,"1000000"
"1020",100888128,5,1,"1000000"
"1021",100888129,4,1,"1000000"
"1022",100888130,4,1,"1000000"
"1023",100888131,4,1,"1000000"
"1024",100888132,4,1,"1000000"
"1025",100888133,4,1,"1000000"
"1026",100888134,5,1,"1000000"
"1027",100888135,5,1,"1000000"
"1028",100888136,5,1,"1000000"
"1029",100888137,4,1,"1000000"
"1030",100888138,4,1,"1000000"
"1031",100888139,4,1,"1000000"
"1032",100888140,4,1,"1001000"
"1033",100888141,4,1,"1000000"
"1034",100888142,4,1,"1000000"
"1035",100888143,4,1,"1000000"
"1036",100888144,5,1,"1000000"
"1037",100888145,5,1,"1000000"
"1038",100888146,4,1,"1000000"
"1039",100888147,4,1,"1100000"
"1040",100888148,5,1,"1000000"
"1041",100888149,5,1,"1000000"
"1042",100888150,5,1,"1000000"
"1043",100888151,5,1,"1000000"
"1044",100888152,5,1,"1000000"
"1045",100888153,5,1,"1000000"
"1046",100888154,5,1,"1000000"
"1047",100888155,4,1,"1000000"
"1048",100888156,4,1,"1000000"
"1049",100888157,5,1,"1000001"
"1050",100888158,4,1,"1100000"
"1051",100888159,4,1,"1000000"
"1052",100888160,5,1,"1000000"
"1053",100888161,4,1,"1000000"
"1054",100888162,4,1,"1000000"
"1055",100888163,4,1,"1001000"
"1056",100888164,5,1,"1000000"
"1057",100888165,5,1,"1000000"
"1058",100888166,5,1,"1000000"
"1059",100888167,5,1,"1000000"
"1060",100888168,4,1,"1000000"
"1061",100888169,5,1,"1100000"
"1062",100888170,5,1,"1000100"
"1063",100888171,5,1,"1000000"
"1064",100888172,5,1,"1000000"
"1065",100888173,5,1,"1000000"
"1066",100888174,5,1,"1000000"
"1067",100888175,5,1,"1000000"
"1068",100888176,5,1,"1000000"
"1069",100888177,4,1,"1000000"
"1070",100888178,4,1,"1000000"
"1071",100888179,4,1,"1001000"
"1072",100888180,4,1,"1000000"
"1073",100888181,5,1,"1000000"
"1074",100888182,4,1,"1000000"
"1075",100888183,5,1,"1000000"
"1076",100888184,5,1,"1100000"
"1077",100888185,4,1,"1000000"
"1078",100888186,5,1,"1000000"
"1079",100888187,4,1,"1000000"
"1080",100888188,4,1,"1000000"
"1081",100888189,4,1,"1000000"
"1082",100888190,5,1,"1000000"
"1083",100888191,4,1,"1000000"
"1084",100888192,5,1,"1000000"
"1085",100888193,4,1,"0000100"
"1086",100888194,4,1,"0000101"
"1087",100888195,5,1,"0000100"
"1088",100888196,5,4,"0000110"
"1089",100888197,4,1,"0000100"
"1090",100888198,5,1,"0000100"
"1091",100888199,5,4,"0000101"
"1092",100888200,5,4,"0000100"
"1093",100888201,5,1,"1000000"
"1094",100888202,5,1,"1000000"
"1095",100888203,4,1,"1001000"
"1096",100888204,4,1,"1000000"
"1097",100888205,5,1,"1100000"
"1098",100888206,5,1,"1000000"
"1099",100888207,5,1,"1000000"
"1100",100888208,5,1,"1000000"
"1101",100888209,4,1,"1100000"
"1102",100888210,4,1,"1100000"
"1103",100888211,4,1,"1000000"
"1104",100888212,5,1,"1001000"
"1105",100888213,4,1,"1001000"
"1106",100888214,5,1,"1000000"
"1107",100888215,4,1,"1001000"
"1108",100888216,4,2,"1000000"
"1109",100888217,5,1,"1000000"
"1110",100888218,5,2,"1000000"
"1111",100888219,4,1,"1000000"
"1112",100888220,4,1,"1000000"
"1113",100888221,5,1,"1000000"
"1114",100888222,5,1,"1000000"
"1115",100888223,4,1,"1000000"
"1116",100888224,5,1,"1000000"
"1117",100888225,4,1,"1100000"
"1118",100888226,4,1,"1000000"
"1119",100888227,5,1,"1000000"
"1120",100888228,4,1,"1000000"
"1121",100888229,5,1,"1000000"
"1122",100888230,4,1,"1000000"
"1123",100888231,4,1,"1000000"
"1124",100888232,4,1,"1000000"
"1125",100888233,5,1,"1000001"
"1126",100888234,5,1,"1000000"
"1127",100888235,5,1,"1000000"
"1128",100888236,4,2,"1000000"
"1129",100888237,5,1,"1000000"
"1130",100888238,4,1,"1000000"
"1131",100888239,4,1,"1000000"
"1132",100888240,4,1,"1000000"
"1133",100888241,5,1,"1000000"
"1134",100888242,4,1,"1000010"
"1135",100888243,5,1,"1010000"
"1136",100888244,4,1,"1000000"
"1137",100888245,5,1,"1000000"
"1138",100888246,4,1,"1000000"
"1139",100888247,4,1,"1000000"
"1140",100888248,5,1,"1000000"
"1141",100888249,4,1,"1000000"
"1142",100888250,5,1,"1000000"
"1143",100888251,4,1,"1000000"
"1144",100888252,4,1,"1000000"
"1145",100888253,4,2,"1000000"
"1146",100888254,5,1,"1001000"
"1147",100888255,4,1,"1000100"
"1148",100888256,4,1,"1000000"
"1149",100888257,5,1,"1000000"
"1150",100888258,4,1,"1000000"
"1151",100888259,5,1,"1000000"
"1152",100888260,4,1,"1000000"
"1153",100888261,4,1,"1000000"
"1154",100888262,4,1,"1000100"
"1155",100888263,4,1,"1000010"
"1156",100888264,4,1,"1000000"
"1157",100888265,5,1,"1000000"
"1158",100888266,4,1,"1000000"
"1159",100888267,4,1,"1000000"
"1160",100888268,4,1,"1001000"
"1161",100888269,4,1,"1000000"
"1162",100888270,5,1,"1000000"
"1163",100888271,5,1,"1000000"
"1164",100888272,4,1,"1000000"
"1165",100888273,5,1,"1000000"
"1166",100888274,5,1,"1000000"
"1167",100888275,5,1,"1000000"
"1168",100888276,4,1,"1100000"
"1169",100888277,5,1,"1000000"
"1170",100888278,5,1,"1000000"
"1171",100888279,5,1,"1000000"
"1172",100888280,4,2,"1010000"
"1173",100888281,5,1,"1000000"
"1174",100888282,5,1,"1000000"
"1175",100888283,4,1,"1000000"
"1176",100888284,4,1,"1000000"
"1177",100888285,4,1,"1100000"
"1178",100888286,4,1,"1000000"
"1179",100888287,4,1,"1000000"
"1180",100888288,4,1,"1000000"
"1181",100888289,5,1,"1000000"
"1182",100888290,4,1,"1001000"
"1183",100888291,5,1,"1010000"
"1184",100888292,4,1,"1000000"
"1185",100888293,5,1,"1000000"
"1186",100888294,4,1,"1000001"
"1187",100888295,5,1,"1000000"
"1188",100888296,4,1,"1000000"
"1189",100888297,4,1,"1000000"
"1190",100888298,5,1,"1000000"
"1191",100888299,4,1,"1001100"
"1192",100888300,4,1,"1000000"
"1193",100888301,5,1,"1000100"
"1194",100888302,4,1,"1000000"
"1195",100888303,4,1,"1000000"
"1196",100888304,4,1,"1000000"
"1197",100888305,4,1,"1000000"
"1198",100888306,4,1,"1000000"
"1199",100888307,5,1,"1000000"
"1200",100888308,5,1,"1000000"
"1201",100888309,4,1,"1000000"
"1202",100888310,5,1,"1000000"
"1203",100888311,5,1,"1010000"
"1204",100888312,4,1,"1000000"
"1205",100888313,4,1,"1000000"
"1206",100888314,5,1,"1000000"
"1207",100888315,5,1,"1000000"
"1208",100888316,5,1,"1000001"
"1209",100888317,5,1,"1000000"
"1210",100888318,5,1,"1000000"
"1211",100888319,5,1,"1000000"
"1212",100888320,5,1,"1000000"
"1213",100888321,5,1,"1000000"
"1214",100888322,4,1,"1000000"
"1215",100888323,5,1,"1001000"
"1216",100888324,5,1,"1000000"
"1217",100888325,4,1,"1100000"
"1218",100888326,4,1,"1000000"
"1219",100888327,4,1,"1000000"
"1220",100888328,4,1,"1000100"
"1221",100888329,4,1,"1000000"
"1222",100888330,4,1,"1000000"
"1223",100888331,5,1,"1000000"
"1224",100888332,5,1,"1000000"
"1225",100888333,4,1,"1000000"
"1226",100888334,4,1,"1000000"
"1227",100888335,4,1,"1010000"
"1228",100888336,5,1,"1000000"
"1229",100888337,5,1,"1000000"
"1230",100888338,5,1,"1000000"
"1231",100888339,4,1,"1000001"
"1232",100888340,4,1,"1000000"
"1233",100888341,4,1,"1000000"
"1234",100888342,4,1,"1000000"
"1235",100888343,4,1,"1000000"
"1236",100888344,5,1,"1000000"
"1237",100888345,5,1,"1000000"
"1238",100888346,5,1,"1010000"
"1239",100888347,5,1,"1000000"
"1240",100888348,5,1,"1000000"
"1241",100888349,5,1,"1000000"
"1242",100888350,4,1,"1000000"
"1243",100888351,4,1,"1001000"
"1244",100888352,4,1,"1000000"
"1245",100888353,4,1,"1000000"
"1246",100888354,4,1,"1001000"
"1247",100888355,4,1,"1000000"
"1248",100888356,4,1,"1000000"
"1249",100888357,4,1,"1000000"
"1250",100888358,4,1,"1000000"
"1251",100888359,5,1,"1000000"
"1252",100888360,4,1,"1000000"
"1253",100888361,4,1,"1000000"
"1254",100888362,5,1,"1000000"
"1255",100888363,5,1,"1000000"
"1256",100888364,5,1,"1000000"
"1257",100888365,5,1,"1000000"
"1258",100888366,4,1,"1000000"
"1259",100888367,5,1,"1001000"
"1260",100888368,4,1,"1000000"
"1261",100888369,5,1,"1000000"
"1262",100888370,5,1,"1000000"
"1263",100888371,5,1,"1010000"
"1264",100888372,4,1,"1000000"
"1265",100888373,4,1,"1000000"
"1266",100888374,4,1,"1000000"
"1267",100888375,4,1,"1001000"
"1268",100888376,5,1,"1000000"
"1269",100888377,5,1,"1000000"
"1270",100888378,5,1,"1010000"
"1271",100888379,5,1,"1000000"
"1272",100888380,5,1,"1000000"
"1273",100888381,5,1,"1000000"
"1274",100888382,5,1,"1000000"
"1275",100888383,4,1,"1000000"
"1276",100888384,4,1,"1000000"
"1277",100888385,4,1,"1000000"
"1278",100888386,5,1,"1000000"
"1279",100888387,5,1,"1000000"
"1280",100888388,5,1,"1000000"
"1281",100888389,4,1,"1100000"
"1282",100888390,4,1,"1000000"
"1283",100888391,4,1,"1000000"
"1284",100888392,5,1,"1000000"
"1285",100888393,4,1,"1000000"
"1286",100888394,5,1,"1000000"
"1287",100888395,4,1,"1000000"
"1288",100888396,5,1,"1000000"
"1289",100888397,5,1,"1000000"
"1290",100888398,4,1,"1000000"
"1291",100888399,5,1,"1000000"
"1292",100888400,4,1,"1000000"
"1293",100888401,5,1,"1000000"
"1294",100888402,4,1,"1000000"
"1295",100888403,4,1,"1000000"
"1296",100888404,5,1,"1000000"
"1297",100888405,4,1,"1010000"
"1298",100888406,5,1,"1000000"
"1299",100888407,5,1,"1000000"
"1300",100888408,4,1,"1000000"
"1301",100888409,5,1,"1001000"
"1302",100888410,5,1,"1000000"
"1303",100888411,5,1,"1100000"
"1304",100888412,4,1,"1000000"
"1305",100888413,5,1,"1000000"
"1306",100888414,4,1,"1000000"
"1307",100888415,5,1,"1000000"
"1308",100888416,4,1,"1000000"
"1309",100888417,4,1,"1000000"
"1310",100888418,5,1,"1000000"
"1311",100888419,4,1,"1000000"
"1312",100888420,4,1,"1000000"
"1313",100888421,4,1,"1000000"
"1314",100888422,4,1,"1000000"
"1315",100888423,5,1,"1001000"
"1316",100888424,4,1,"1000000"
"1317",100888425,5,1,"1100000"
"1318",100888426,4,1,"1010000"
"1319",100888427,5,1,"1000000"
"1320",100888428,4,1,"1000000"
"1321",100888429,4,1,"1100000"
"1322",100888430,4,1,"1000000"
"1323",100888431,4,1,"1000100"
"1324",100888432,5,1,"1000000"
"1325",100888433,4,1,"1100000"
"1326",100888434,4,1,"1000000"
"1327",100888435,4,1,"1000000"
"1328",100888436,5,1,"1000000"
"1329",100888437,5,1,"1000000"
"1330",100888438,5,1,"1000000"
"1331",100888439,4,1,"1000000"
"1332",100888440,5,1,"1000000"
"1333",100888441,5,1,"1000000"
"1334",100888442,4,1,"1000000"
"1335",100888443,5,1,"1000000"
"1336",100888444,5,1,"1000000"
"1337",100888445,5,2,"1000000"
"1338",100888446,5,1,"1000000"
"1339",100888447,5,1,"1000000"
"1340",100888448,4,2,"1100000"
"1341",100888449,5,2,"1000000"
"1342",100888450,4,2,"1010000"
"1343",100888451,4,1,"1000100"
"1344",100888452,5,1,"1000000"
"1345",100888453,5,1,"1010000"
"1346",100888454,5,1,"1000001"
"1347",100888455,5,1,"1000000"
"1348",100888456,4,1,"1000000"
"1349",100888457,5,1,"1000000"
"1350",100888458,4,1,"1000000"
"1351",100888459,4,1,"1100000"
"1352",100888460,5,1,"1000000"
"1353",100888461,5,1,"1000000"
"1354",100888462,5,1,"1000001"
"1355",100888463,4,1,"1100000"
"1356",100888464,5,1,"1000000"
"1357",100888465,5,1,"1000000"
"1358",100888466,4,1,"1000000"
"1359",100888467,4,1,"1001000"
"1360",100888468,4,1,"1000000"
"1361",100888469,5,1,"1000000"
"1362",100888470,4,1,"1000000"
"1363",100888471,5,1,"1000000"
"1364",100888472,4,1,"1000000"
"1365",100888473,4,1,"1000000"
"1366",100888474,5,1,"1010000"
"1367",100888475,4,1,"1000000"
"1368",100888476,4,1,"1000000"
"1369",100888477,4,1,"1000000"
"1370",100888478,4,1,"1000000"
"1371",100888479,5,1,"1000000"
"1372",100888480,5,1,"1000000"
"1373",100888481,4,1,"1000000"
"1374",100888482,5,1,"1000000"
"1375",100888483,5,1,"1000000"
"1376",100888484,5,1,"1000000"
"1377",100888485,5,1,"1000000"
"1378",100888486,4,1,"1000000"
"1379",100888487,4,1,"1000000"
"1380",100888488,4,1,"1000000"
"1381",100888489,4,1,"1000000"
"1382",100888490,5,1,"1000000"
"1383",100888491,4,1,"1000000"
"1384",100888492,5,1,"1010000"
"1385",100888493,5,1,"1100000"
"1386",100888494,4,1,"1000000"
"1387",100888495,5,1,"1000000"
"1388",100888496,5,1,"1000000"
"1389",100888497,4,1,"1000000"
"1390",100888498,5,1,"1000000"
"1391",100888499,4,1,"1010000"
"1392",100888500,5,1,"1000000"
"1393",100888501,4,1,"1000000"
"1394",100888502,4,1,"1000000"
"1395",100888503,4,1,"1000000"
"1396",100888504,5,2,"1000000"
"1397",100888505,5,2,"1000010"
"1398",100888506,4,2,"1000000"
"1399",100888507,5,2,"1000000"
"1400",100888508,4,2,"1001000"
"1401",100888509,5,2,"1000000"
"1402",100888510,4,2,"1000100"
"1403",100888511,5,2,"1000000"
"1404",100888512,5,2,"1000000"
"1405",100888513,4,2,"1000100"
"1406",100888514,4,2,"1010000"
"1407",100888515,5,2,"1000000"
"1408",100888516,4,2,"1000000"
"1409",100888517,4,2,"1000000"
"1410",100888518,5,2,"1000000"
"1411",100888519,5,2,"1001000"
"1412",100888520,5,2,"1000000"
"1413",100888521,5,2,"1000000"
"1414",100888522,5,2,"1000000"
"1415",100888523,4,2,"1000000"
"1416",100888524,5,2,"1001000"
"1417",100888525,5,2,"1000000"
"1418",100888526,4,2,"1000000"
"1419",100888527,5,2,"1100000"
"1420",100888528,4,2,"1000000"
"1421",100888529,5,2,"1000000"
"1422",100888530,4,2,"1000000"
"1423",100888531,4,2,"1000000"
"1424",100888532,5,2,"1000000"
"1425",100888533,4,2,"1000000"
"1426",100888534,4,1,"1000001"
"1427",100888535,4,1,"1000000"
"1428",100888536,4,2,"1000000"
"1429",100888537,5,1,"1000000"
"1430",100888538,5,1,"1000010"
"1431",100888539,4,1,"1000000"
"1432",100888540,5,1,"1000000"
"1433",100888541,4,1,"1000000"
"1434",100888542,4,1,"1000000"
"1435",100888543,4,1,"1000000"
"1436",100888544,4,1,"1000000"
"1437",100888545,5,1,"1000000"
"1438",100888546,4,1,"1000000"
"1439",100888547,5,1,"1000100"
"1440",100888548,4,1,"1000000"
"1441",100888549,5,1,"1000000"
"1442",100888550,4,1,"1000000"
"1443",100888551,5,2,"1000000"
"1444",100888552,5,2,"1000000"
"1445",100888553,4,2,"1010000"
"1446",100888554,4,2,"1000000"
"1447",100888555,5,2,"1000000"
"1448",100888556,5,2,"1000000"
"1449",100888557,5,2,"1000000"
"1450",100888558,5,2,"1010000"
"1451",100888559,5,2,"1000000"
"1452",100888560,4,1,"1010000"
"1453",100888561,5,1,"1000000"
"1454",100888562,4,1,"1000000"
"1455",100888563,4,1,"1000000"
"1456",100888564,4,1,"1000000"
"1457",100888565,5,1,"1000000"
"1458",100888566,4,1,"1000000"
"1459",100888567,5,1,"1000000"
"1460",100888568,5,1,"1000000"
"1461",100888569,5,1,"1000000"
"1462",100888570,5,1,"1000000"
"1463",100888571,4,1,"1000000"
"1464",100888572,4,1,"1000000"
"1465",100888573,4,1,"1000001"
"1466",100888574,5,1,"1000000"
"1467",100888575,4,1,"1000000"
"1468",100888576,5,1,"1000000"
"1469",100888577,5,1,"1000000"
"1470",100888578,5,1,"1000000"
"1471",100888579,5,1,"1000000"
"1472",100888580,5,1,"1000000"
"1473",100888581,4,1,"1000000"
"1474",100888582,5,1,"1000000"
"1475",100888583,4,1,"1000000"
"1476",100888584,5,1,"1000000"
"1477",100888585,4,1,"1000000"
"1478",100888586,5,1,"1000000"
"1479",100888587,4,1,"1000000"
"1480",100888588,4,1,"1010000"
"1481",100888589,4,1,"1000000"
"1482",100888590,5,1,"1000000"
"1483",100888591,5,1,"1000000"
"1484",100888592,4,1,"1000000"
"1485",100888593,4,1,"1000000"
"1486",100888594,5,1,"1000000"
"1487",100888595,4,1,"1000000"
"1488",100888596,5,1,"1000000"
"1489",100888597,4,1,"1000010"
"1490",100888598,4,1,"1100000"
"1491",100888599,5,1,"1000000"
"1492",100888600,5,1,"1000000"
"1493",100888601,5,1,"1000000"
"1494",100888602,4,1,"1001000"
"1495",100888603,4,1,"1000000"
"1496",100888604,5,1,"1000000"
"1497",100888605,5,1,"1000000"
"1498",100888606,4,1,"1000000"
"1499",100888607,5,1,"1000000"
"1500",100888608,4,1,"1000000"
"1501",100888609,4,1,"1000000"
"1502",100888610,5,1,"1000000"
"1503",100888611,5,1,"1000000"
"1504",100888612,5,1,"1000000"
"1505",100888613,5,1,"1000000"
"1506",100888614,4,1,"1100000"
"1507",100888615,4,1,"1000000"
"1508",100888616,5,1,"1000000"
"1509",100888617,5,1,"1000000"
"1510",100888618,5,1,"1010000"
"1511",100888619,4,1,"1000000"
"1512",100888620,4,1,"1000000"
"1513",100888621,4,2,"1000000"
"1514",100888622,4,1,"1000000"
"1515",100888623,5,1,"1000000"
"1516",100888624,5,1,"1000000"
